uniprot_domain_id	uniprot_id	pfam_name	alignment_def	hmm_accession	hmm_name	hmm_type	hmm_clan_accession	hmm_clan_name
32008	Q96JQ0	Cadherin+Cadherin	1224:1312,1444:1534	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32009	Q96JQ0	Cadherin+Cadherin	1552:1639,1654:1742	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32010	Q96JQ0	Cadherin+Cadherin	1758:1846,1860:1950	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32011	Q96JQ0	Cadherin+Cadherin	2074:2149,2176:2267	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32012	Q96JQ0	Cadherin+Cadherin	2284:2366,2381:2472	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32013	Q96JQ0	Cadherin+Cadherin	2487:2593,2607:2697	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32014	Q96JQ0	Cadherin	2712:2803	PF00028.12	Cadherin	Family	CL0159	E-set
32015	Q9BYK8	AAA_11	540:705	PF13086.1	AAA_11	Domain	CL0023	P-loop_NTPase
32016	Q9BYK8	AAA_12	713:915	PF13087.1	AAA_12	Domain	CL0023	P-loop_NTPase
32017	Q9BYK8	RNB	1334:1691	PF00773.14	RNB	Domain	\N	\N
32018	Q9BYK8	AAA_11	2152:2398	PF13086.1	AAA_11	Domain	CL0023	P-loop_NTPase
32019	Q9BYK8	AAA_12	2406:2611	PF13087.1	AAA_12	Domain	CL0023	P-loop_NTPase
32020	Q9GZT5	wnt	60:417	PF00110.14	wnt	Family	\N	\N
32021	Q8TAT2	FGF-BP1	13:258	PF06473.7	FGF-BP1	Family	\N	\N
32022	Q9BRT8	cobW	43:230	PF02492.14	cobW	Domain	CL0023	P-loop_NTPase
32023	Q9BRT8	CobW_C	274:375	PF07683.9	CobW_C	Domain	\N	\N
32024	Q96HD9	AstE_AspA	11:300	PF04952.9	AstE_AspA	Family	CL0035	Peptidase_MH
32025	Q9NUV7	Aminotran_1_2	160:520	PF00155.16	Aminotran_1_2	Domain	CL0061	PLP_aminotran
32026	Q9UNQ0	ABC_tran	72:213	PF00005.22	ABC_tran	Domain	CL0023	P-loop_NTPase
32027	Q9UNQ0	ABC2_membrane	376:586	PF01061.19	ABC2_membrane	Family	CL0181	ABC-2
32028	Q9BYJ4	zf-C3HC4_4	15:59	PF15227.1	zf-C3HC4_4	Domain	CL0229	RING
32029	Q9BYJ4	zf-B_box	94:131	PF00643.19	zf-B_box	Domain	\N	\N
32030	Q9BYJ4	SPRY	346:485	PF00622.23	SPRY	Family	\N	\N
32031	P43251	CN_hydrolase	88:269	PF00795.17	CN_hydrolase	Family	\N	\N
32032	A8K855	EF-hand_7	107:167	PF13499.1	EF-hand_7	Domain	CL0220	EF_hand
32033	Q9H1R2	DSPc	9:135	PF00782.15	DSPc	Domain	CL0031	Phosphatase
32034	Q99497	DJ-1_PfpI	32:173	PF01965.19	DJ-1_PfpI	Family	CL0014	Glutaminase_I
32035	O00220	TNFR_c6+TNFR_c6	148:188,190:229	PF00020.13,PF00020.13	TNFR_c6,TNFR_c6	Domain,Domain	\N	\N
32036	O00220	Death	370:447	PF00531.17	Death	Domain	CL0041	Death
32037	Q07812	Bcl-2	63:158	PF00452.14	Bcl-2	Family	CL0551	BCLiA
32038	Q5VYV0	Fork_head	13:108	PF00250.13	Fork_head	Domain	\N	\N
32039	Q96H15	V-set	22:117	PF07686.12	V-set	Domain	CL0011	Ig
32040	Q9NWW0	HPIP	2:134	PF15226.1	HPIP	Family	\N	\N
32041	Q9NYT6	KRAB	8:48	PF01352.22	KRAB	Family	\N	\N
32042	Q9NYT6	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	321:345,349:373,377:402	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
32043	Q9NYT6	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	405:428,433:457,461:485	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
32044	Q9NYT6	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	489:513,517:541,574:597	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
32045	Q9NYT6	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	601:625,629:653,657:681	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
32046	Q9NYT6	zf-H2C2_2+zf-H2C2_2	685:709,713:737	PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2	Domain,Domain	CL0361,CL0361	C2H2-zf,C2H2-zf
32047	Q9NYT6	zf-H2C2_2	742:765	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
32048	Q8IWT6	DUF3733	1:63,98:156	PF12534.3,PF12534.3	DUF3733,DUF3733	Family,Family	\N	\N
32049	Q8IWT6	LRR_8	592:651	PF13855.1	LRR_8	Repeat	CL0022	LRR
32050	Q8IWT6	LRR_4	662:701	PF12799.2	LRR_4	Family	CL0022	LRR
32051	Q8IWT6	LRR_8	709:766	PF13855.1	LRR_8	Repeat	CL0022	LRR
32052	Q9Y258	IL8	30:86	PF00048.15	IL8	Domain	\N	\N
32053	Q7Z7B8	Defensin_beta_2	23:53	PF13841.1	Defensin_beta_2	Family	CL0075	Defensin
32054	P05181	p450	33:489	PF00067.17	p450	Domain	\N	\N
32055	Q96GW9	tRNA-synt_1g	46:410	PF09334.6	tRNA-synt_1g	Family	CL0039	HUP
32056	P60827	Collagen	70:109	PF01391.13	Collagen	Repeat	\N	\N
32057	P60827	C1q	118:246	PF00386.16	C1q	Domain	CL0100	C1q_TNF
32058	O95006	7tm_4	140:283	PF13853.1	7tm_4	Family	CL0192	GPCR_A
32059	Q7Z3D6	DUF1445	118:255	PF07286.7	DUF1445	Family	\N	\N
32060	Q7Z3D6	DUF4392	297:610	PF14336.1	DUF4392	Family	\N	\N
32061	Q9BTA0	DUF3259	90:163	PF11652.3	DUF3259	Family	\N	\N
32062	Q96E17	Ras	32:191	PF00071.17	Ras	Domain	CL0023	P-loop_NTPase
32063	Q9BUN5	DUF4061	85:185	PF13270.1	DUF4061	Family	\N	\N
32064	Q96IY4	Propep_M14	32:105	PF02244.11	Propep_M14	Domain	\N	\N
32065	Q96IY4	Peptidase_M14	129:410	PF00246.19	Peptidase_M14	Domain	CL0035	Peptidase_MH
32066	P56706	wnt	37:349	PF00110.14	wnt	Family	\N	\N
32067	Q9BXT5	TEX15	1534:1770	PF15326.1	TEX15	Family	\N	\N
32068	Q9BXT5	TEX15	1969:2107	PF15326.1	TEX15	Family	\N	\N
32069	P62312	LSM	11:74	PF01423.17	LSM	Domain	CL0527	Sm-like
32070	O95479	G6PD_N+G6PD_C	29:211,223:383	PF00479.17,PF02781.11	G6PD_N,G6PD_C	Domain,Domain	CL0063,None	\NADP_Rossmann,None
32071	O95479	Glucosamine_iso	563:756	PF01182.15	Glucosamine_iso	Domain	CL0246	ISOCOT_Fold
32072	P26447	S_100	5:48	PF01023.14	S_100	Domain	CL0220	EF_hand
32073	Q8WUH2	CNH	76:286	PF00780.17	CNH	Family	CL0186	Beta_propeller
32074	Q8WUH2	Vps39_1	448:550	PF10366.4	Vps39_1	Domain	CL0020	TPR
32075	Q8WUH2	Clathrin	573:700	PF00637.15	Clathrin	Family	CL0020	TPR
32076	Q8WUH2	Vps39_2	738:845	PF10367.4	Vps39_2	Domain	\N	\N
32077	Q7Z7D3	V-set	46:138	PF07686.12	V-set	Domain	CL0011	Ig
32078	P01036	Cystatin	32:127	PF00031.16	Cystatin	Domain	CL0121	Cystatin
32079	Q8WTU0	ubiquitin	13:77	PF00240.18	ubiquitin	Domain	CL0072	Ubiquitin
32080	Q8WTU0	Asp_protease	220:343	PF09668.5	Asp_protease	Family	CL0129	Peptidase_AA
32081	P49137	Pkinase	67:325	PF00069.20	Pkinase	Domain	CL0016	PKinase
32082	O15350	P53	114:309	PF00870.13	P53	Domain	CL0073	P53-like
32083	O15350	P53_tetramer	345:384	PF07710.6	P53_tetramer	Motif	\N	\N
32084	O15350	SAM_2	486:549	PF07647.12	SAM_2	Domain	CL0003	SAM
32085	Q6ZMP0	ADAM_spacer1	413:527	PF05986.9	ADAM_spacer1	Family	\N	\N
32086	Q6ZMP0	TSP_1+TSP_1	683:706,743:793	PF00090.14,PF00090.14	TSP_1,TSP_1	Family,Family	\N	\N
32087	Q6ZMP0	PLAC	974:1006	PF08686.6	PLAC	Domain	\N	\N
32088	O15335	LRRNT+LRR_8	22:48,101:159	PF01462.13,PF13855.1	LRRNT,LRR_8	Family,Repeat	\N	\N
32089	O15335	LRR_8	196:241	PF13855.1	LRR_8	Repeat	CL0022	LRR
32090	Q9Y5F8	Cadherin_2	32:112	PF08266.7	Cadherin_2	Domain	CL0159	E-set
32091	Q9Y5F8	Cadherin+Cadherin	141:232,247:337	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32092	Q9Y5F8	Cadherin+Cadherin	355:442,457:552	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32093	Q9Y5F8	Cadherin	580:661	PF00028.12	Cadherin	Family	CL0159	E-set
32094	P32418	\Na_Ca_ex	90:249	PF01699.19	\Na_Ca_ex	Family	\N	\N
32095	P32418	Calx-beta	397:496	PF03160.9	Calx-beta	Domain	\N	\N
32096	P32418	Calx-beta	527:626	PF03160.9	Calx-beta	Domain	\N	\N
32097	P32418	\Na_Ca_ex	809:961	PF01699.19	\Na_Ca_ex	Family	\N	\N
32098	P01816	V-set	7:117	PF07686.12	V-set	Domain	CL0011	Ig
32099	Q6NUT3	MFS_2	23:422	PF13347.1	MFS_2	Family	CL0015	MFS
32100	Q6IEV9	7tm_4	138:278	PF13853.1	7tm_4	Family	CL0192	GPCR_A
32101	O43325	Complex1_LYR	7:72	PF05347.10	Complex1_LYR	Family	CL0491	LYR-like
32102	Q8N987	EF-hand_5	33:55	PF13202.1	EF-hand_5	Domain	CL0220	EF_hand
32103	Q8N987	ABM	254:325	PF03992.11	ABM	Domain	CL0032	Dim_A_B_barrel
32104	Q96AC6	Kinesin	437:708	PF00225.18	Kinesin	Domain	CL0023	P-loop_NTPase
32105	Q13796	PDZ	28:104	PF00595.19	PDZ	Domain	CL0466	PDZ-like
32106	Q13796	ASD1	639:806	PF08688.5	ASD1	Family	\N	\N
32107	Q13796	ASD2	1317:1610	PF08687.6	ASD2	Family	\N	\N
32108	Q14118	DAG1	607:895	PF05454.6	DAG1	Family	\N	\N
32109	Q6ZUX3	CLASP_N	500:681	PF12348.3	CLASP_N	Family	CL0020	TPR
32110	Q9C029	zf-C3HC4_4	29:81	PF15227.1	zf-C3HC4_4	Domain	CL0229	RING
32111	Q9C029	zf-B_box	128:166	PF00643.19	zf-B_box	Domain	\N	\N
32112	Q9C029	PRY	344:392	PF13765.1	PRY	Family	\N	\N
32113	Q9C029	SPRY	394:502	PF00622.23	SPRY	Family	\N	\N
32114	O43248	DUF3528	42:178	PF12045.3	DUF3528	Family	\N	\N
32115	O43248	Homeobox	233:289	PF00046.24	Homeobox	Domain	CL0123	HTH
32116	P13498	Cytochrom_B558a	2:195	PF05038.8	Cytochrom_B558a	Family	\N	\N
32117	Q9ULS5	Tmemb_cc2	64:466	PF10267.4	Tmemb_cc2	Family	\N	\N
32118	Q9Y450	HBS1_N	55:130	PF08938.5	HBS1_N	Domain	\N	\N
32119	Q9Y450	GTP_EFTU+GTP_EFTU_D2	259:476,502:569	PF00009.22,PF03144.20	GTP_EFTU,GTP_EFTU_D2	Domain,Domain	CL0023,CL0023	P-loop_NTPase,P-loop_NTPase
32120	Q9Y450	GTP_EFTU_D3	574:682	PF03143.12	GTP_EFTU_D3	Domain	\N	\N
32121	P48745	IGFBP	35:89	PF00219.13	IGFBP	Domain	\N	\N
32122	P48745	VWC	110:173	PF00093.13	VWC	Family	CL0451	FnI-like
32123	P48745	TSP_1	209:249	PF00090.14	TSP_1	Family	\N	\N
32124	P48745	Cys_knot	262:347	PF00007.17	Cys_knot	Domain	CL0079	Cystine-knot
32125	Q9NTU7	C1q	72:198	PF00386.16	C1q	Domain	CL0100	C1q_TNF
32126	O75381	Pex14_N	24:135	PF04695.8	Pex14_N	Family	\N	\N
32127	Q8IYQ7	SKI	64:220	PF01202.17	SKI	Domain	CL0023	P-loop_NTPase
32128	Q8IYQ7	Thr_synth_N	246:318	PF14821.1	Thr_synth_N	Domain	\N	\N
32129	Q8IYQ7	PALP	339:652	PF00291.20	PALP	Family	\N	\N
32130	Q9UJX3	TPR_11	345:404	PF13414.1	TPR_11	Repeat	CL0020	TPR
32131	Q6ZST4	Lipocalin	2:105	PF00061.18	Lipocalin	Domain	CL0116	Calycin
32132	P51955	Pkinase	8:270	PF00069.20	Pkinase	Domain	CL0016	PKinase
32133	Q7Z6K3	PPTA	179:208,294:320	PF01239.17,PF01239.17	PPTA,PPTA	Repeat,Repeat	\N	\N
32134	Q8ND30	Integrase_DNA	192:256	PF02920.10	Integrase_DNA	Domain	CL0081	MBD-like
32135	Q8ND30	SAM_1	557:618	PF00536.25	SAM_1	Domain	CL0003	SAM
32136	Q8ND30	SAM_1	634:690	PF00536.25	SAM_1	Domain	CL0003	SAM
32137	Q8ND30	SAM_2	715:784	PF07647.12	SAM_2	Domain	CL0003	SAM
32138	Q6ZRT6	DUF2476	2:262	PF10630.4	DUF2476	Family	\N	\N
32139	Q9H427	Ion_trans_2	76:132	PF07885.11	Ion_trans_2	Domain	CL0030	Ion_channel
32140	Q9H427	Ion_trans_2	167:245	PF07885.11	Ion_trans_2	Domain	CL0030	Ion_channel
32141	Q13410	V-set	31:126	PF07686.12	V-set	Domain	CL0011	Ig
32142	Q13410	C2-set_2	152:227	PF08205.7	C2-set_2	Domain	CL0011	Ig
32143	Q13410	PRY	305:353	PF13765.1	PRY	Family	\N	\N
32144	Q13410	SPRY	355:473	PF00622.23	SPRY	Family	\N	\N
32145	P51168	ASC	29:541	PF00858.19	ASC	Family	\N	\N
32146	Q7L0R7	zf-RING_2	380:421	PF13639.1	zf-RING_2	Domain	CL0229	RING
32147	Q8N7N1	FAM86	1:81	PF14904.1	FAM86	Family	\N	\N
32148	Q8N7N1	Methyltransf_16	100:255	PF10294.4	Methyltransf_16	Family	CL0063	\NADP_Rossmann
32149	Q9H2C0	BTB+BACK	21:126,134:235	PF00651.26,PF07707.10	BTB,BACK	Domain,Domain	CL0033,CL0033	POZ,POZ
32150	Q9H2C0	Kelch_1	315:361,363:407,418:454	PF01344.20,PF01344.20,PF01344.20	Kelch_1,Kelch_1,Kelch_1	Repeat,Repeat,Repeat	CL0186,CL0186,CL0186	Beta_propeller,Beta_propeller,Beta_propeller
32151	P27701	Tetraspannin	9:255	PF00335.15	Tetraspannin	Family	CL0347	Tetraspannin
32152	Q15131	Pkinase	39:323	PF00069.20	Pkinase	Domain	CL0016	PKinase
32153	Q9NUJ3	Tcp11	78:504	PF05794.8	Tcp11	Family	\N	\N
32154	Q13829	BTB_2	30:120	PF02214.17	BTB_2	Domain	CL0033	POZ
32155	Q5MJ70	Spy1	69:199	PF11357.3	Spy1	Family	\N	\N
32156	Q8IUS5	Abhydrolase_6	97:348	PF12697.2	Abhydrolase_6	Domain	CL0028	AB_hydrolase
32157	Q8WXI7	SEA	12076:12173	PF01390.15	SEA	Family	\N	\N
32158	Q8WXI7	SEA	12233:12327	PF01390.15	SEA	Family	\N	\N
32159	Q8WXI7	SEA	12390:12485	PF01390.15	SEA	Family	\N	\N
32160	Q8WXI7	SEA	12546:12644	PF01390.15	SEA	Family	\N	\N
32161	Q8WXI7	SEA	12701:12799	PF01390.15	SEA	Family	\N	\N
32162	Q8WXI7	SEA	12857:12955	PF01390.15	SEA	Family	\N	\N
32163	Q8WXI7	SEA	13013:13102	PF01390.15	SEA	Family	\N	\N
32164	Q8WXI7	SEA	13169:13266	PF01390.15	SEA	Family	\N	\N
32165	Q8WXI7	SEA	13325:13431	PF01390.15	SEA	Family	\N	\N
32166	Q8WXI7	SEA	13483:13587	PF01390.15	SEA	Family	\N	\N
32167	Q8WXI7	SEA	13639:13741	PF01390.15	SEA	Family	\N	\N
32168	Q8WXI7	SEA	13795:13876	PF01390.15	SEA	Family	\N	\N
32169	Q8WXI7	SEA	13949:14040	PF01390.15	SEA	Family	\N	\N
32170	Q8WXI7	SEA	14105:14202	PF01390.15	SEA	Family	\N	\N
32171	Q8WXI7	SEA	14261:14367	PF01390.15	SEA	Family	\N	\N
32172	Q8WXI7	SEA	14417:14512	PF01390.15	SEA	Family	\N	\N
32173	Q8WXI7	SEA	14577:14679	PF01390.15	SEA	Family	\N	\N
32174	Q8WXI7	SEA	14733:14828	PF01390.15	SEA	Family	\N	\N
32175	Q8WXI7	SEA	14887:14991	PF01390.15	SEA	Family	\N	\N
32176	Q8WXI7	SEA	15045:15147	PF01390.15	SEA	Family	\N	\N
32177	Q8WXI7	SEA	15199:15302	PF01390.15	SEA	Family	\N	\N
32178	Q8WXI7	SEA	15355:15459	PF01390.15	SEA	Family	\N	\N
32179	Q8WXI7	SEA	15511:15605	PF01390.15	SEA	Family	\N	\N
32180	Q8WXI7	SEA	15669:15765	PF01390.15	SEA	Family	\N	\N
32181	Q8WXI7	SEA	15822:15920	PF01390.15	SEA	Family	\N	\N
32182	Q8WXI7	SEA	16133:16233	PF01390.15	SEA	Family	\N	\N
32183	Q8WXI7	SEA	16289:16363	PF01390.15	SEA	Family	\N	\N
32184	Q8WXI7	SEA	16447:16542	PF01390.15	SEA	Family	\N	\N
32185	Q8WXI7	SEA	16603:16696	PF01390.15	SEA	Family	\N	\N
32186	Q8WXI7	SEA	16757:16836	PF01390.15	SEA	Family	\N	\N
32187	Q8WXI7	SEA	16915:17017	PF01390.15	SEA	Family	\N	\N
32188	Q8WXI7	SEA	17071:17173	PF01390.15	SEA	Family	\N	\N
32189	Q8WXI7	SEA	17227:17329	PF01390.15	SEA	Family	\N	\N
32190	Q8WXI7	SEA	17381:17460	PF01390.15	SEA	Family	\N	\N
32191	Q8WXI7	SEA	17693:17776	PF01390.15	SEA	Family	\N	\N
32192	Q8WXI7	SEA	18007:18067	PF01390.15	SEA	Family	\N	\N
32193	Q8WXI7	SEA	18319:18400	PF01390.15	SEA	Family	\N	\N
32194	Q8WXI7	SEA	18631:18713	PF01390.15	SEA	Family	\N	\N
32195	Q8WXI7	SEA	18943:19045	PF01390.15	SEA	Family	\N	\N
32196	Q8WXI7	SEA	19253:19336	PF01390.15	SEA	Family	\N	\N
32197	Q8WXI7	SEA	19565:19653	PF01390.15	SEA	Family	\N	\N
32198	Q8WXI7	SEA	19876:19950	PF01390.15	SEA	Family	\N	\N
32199	Q8WXI7	SEA	20188:20276	PF01390.15	SEA	Family	\N	\N
32200	Q8WXI7	SEA	20346:20448	PF01390.15	SEA	Family	\N	\N
32201	Q8WXI7	SEA	20500:20594	PF01390.15	SEA	Family	\N	\N
32202	Q8WXI7	SEA	20656:20758	PF01390.15	SEA	Family	\N	\N
32203	Q8WXI7	SEA	20814:20915	PF01390.15	SEA	Family	\N	\N
32204	Q8WXI7	SEA	20969:21071	PF01390.15	SEA	Family	\N	\N
32205	Q8WXI7	SEA	21124:21228	PF01390.15	SEA	Family	\N	\N
32206	Q8WXI7	SEA	21280:21383	PF01390.15	SEA	Family	\N	\N
32207	Q8WXI7	SEA	21438:21538	PF01390.15	SEA	Family	\N	\N
32208	Q8WXI7	SEA	21567:21674	PF01390.15	SEA	Family	\N	\N
32209	Q8WXI7	SEA	21721:21814	PF01390.15	SEA	Family	\N	\N
32210	Q8WXI7	SEA	21847:21917	PF01390.15	SEA	Family	\N	\N
32211	Q8WXI7	SEA	21964:22068	PF01390.15	SEA	Family	\N	\N
32212	Q8TBP0	RabGAP-TBC	429:652	PF00566.13	RabGAP-TBC	Family	\N	\N
32213	P23946	Trypsin	22:240	PF00089.21	Trypsin	Domain	CL0124	Peptidase_PA
32214	O95832	PMP22_Claudin	5:182	PF00822.15	PMP22_Claudin	Family	CL0375	Transporter
32215	Q9NPD8	UQ_con	6:146	PF00179.21	UQ_con	Domain	CL0208	UBC
32216	Q8WVC6	CoaE	3:181	PF01121.15	CoaE	Family	CL0023	P-loop_NTPase
32217	Q9HC21	Mito_carr	16:108	PF00153.22	Mito_carr	Family	\N	\N
32218	Q9HC21	Mito_carr	117:204	PF00153.22	Mito_carr	Family	\N	\N
32219	Q9HC21	Mito_carr	213:310	PF00153.22	Mito_carr	Family	\N	\N
32220	Q6L8G4	Keratin_B2_2	91:132	PF13885.1	Keratin_B2_2	Family	CL0520	Keratin_assoc
32221	Q8IUK8	C1q	94:221	PF00386.16	C1q	Domain	CL0100	C1q_TNF
32222	Q9Y3Y4	PHD	343:397	PF00628.24	PHD	Domain	CL0390	zf-FYVE-PHD
32223	Q86VL8	MatE	40:181	PF01554.13	MatE	Family	CL0222	MviN_MATE
32224	Q86VL8	MatE	297:458	PF01554.13	MatE	Family	CL0222	MviN_MATE
32225	Q9BSI4	TINF2_N	20:169	PF14973.1	TINF2_N	Family	\N	\N
32226	Q504Y0	Zip	369:683	PF02535.17	Zip	Family	CL0184	DMT
32227	P13500	IL8	30:90	PF00048.15	IL8	Domain	\N	\N
32228	Q8N386	LRR_4	64:101	PF12799.2	LRR_4	Family	CL0022	LRR
32229	Q92754	TF_AP-2	220:427	PF03299.9	TF_AP-2	Family	\N	\N
32230	A6NJB7	Pro-rich_19	1:356	PF15455.1	Pro-rich_19	Family	\N	\N
32231	Q9Y2R4	DEAD	189:362	PF00270.24	DEAD	Domain	CL0023	P-loop_NTPase
32232	Q9Y2R4	Helicase_C	432:507	PF00271.26	Helicase_C	Family	CL0023	P-loop_NTPase
32233	Q6VVB1	zf-RING_5	25:73	PF14634.1	zf-RING_5	Domain	CL0229	RING
32234	Q96NX9	Ski_Sno	38:162	PF02437.12	Ski_Sno	Family	\N	\N
32235	A8MT33	SYCE1	41:164	PF15233.1	SYCE1	Family	\N	\N
32236	P61626	Lys	19:146	PF00062.15	Lys	Domain	CL0037	Lysozyme
32237	Q12824	SNF5	179:373	PF04855.7	SNF5	Family	\N	\N
32238	Q8WUA8	LRR_8	86:143	PF13855.1	LRR_8	Repeat	CL0022	LRR
32239	Q8WUA8	LRR_8	207:265	PF13855.1	LRR_8	Repeat	CL0022	LRR
32240	P16333	SH3_1	8:53	PF00018.23	SH3_1	Domain	CL0010	SH3
32241	P16333	SH3_9	113:161	PF14604.1	SH3_9	Domain	CL0010	SH3
32242	P16333	SH3_1	196:243	PF00018.23	SH3_1	Domain	CL0010	SH3
32243	P16333	SH2	282:356	PF00017.19	SH2	Domain	CL0541	SH2-like
32244	Q96QE4	LRR_8	582:639	PF13855.1	LRR_8	Repeat	CL0022	LRR
32245	Q96QE4	LRRC37AB_C	795:937	PF14914.1	LRRC37AB_C	Family	\N	\N
32246	A6NNV3	Spy1	154:265	PF11357.3	Spy1	Family	\N	\N
32247	A6NNV3	Spy1	263:308	PF11357.3	Spy1	Family	\N	\N
32248	Q15649	zf-HIT	9:36	PF04438.11	zf-HIT	Domain	CL0175	TRASH
32249	P26368	RRM_6	151:225	PF14259.1	RRM_6	Domain	CL0221	RRM
32250	P26368	RRM_1	261:330	PF00076.17	RRM_1	Domain	CL0221	RRM
32251	P26368	RRM_1	400:459	PF00076.17	RRM_1	Domain	CL0221	RRM
32252	O14681	EI24	64:272	PF07264.6	EI24	Family	\N	\N
32253	O00391	Thioredoxin	50:129	PF00085.15	Thioredoxin	Domain	CL0172	Thioredoxin
32254	O00391	Evr1_Alr	405:504	PF04777.8	Evr1_Alr	Family	\N	\N
32255	O75208	COQ9	210:286	PF08511.6	COQ9	Domain	\N	\N
32256	P08582	Transferrin	23:356	PF00405.12	Transferrin	Domain	CL0177	PBP
32257	P08582	Transferrin	366:704	PF00405.12	Transferrin	Domain	CL0177	PBP
32258	Q9BZK7	LisH	6:32	PF08513.6	LisH	Domain	\N	\N
32259	Q9BZK7	WD40	164:197,226:252,259:294,341:377,382:428,433:470	PF00400.27,PF00400.27,PF00400.27,PF00400.27,PF00400.27,PF00400.27	WD40,WD40,WD40,WD40,WD40,WD40	Repeat,Repeat,Repeat,Repeat,Repeat,Repeat	CL0186,CL0186,CL0186,CL0186,CL0186,CL0186	Beta_propeller,Beta_propeller,Beta_propeller,Beta_propeller,Beta_propeller,Beta_propeller
32260	Q8N608	DPPIV_N	133:499	PF00930.16	DPPIV_N	Family	CL0186	Beta_propeller
32261	Q8N608	Peptidase_S9	581:783	PF00326.16	Peptidase_S9	Family	CL0028	AB_hydrolase
32262	Q9HDD0	LRAT	15:131	PF04970.8	LRAT	Domain	CL0125	Peptidase_CA
32263	O15294	TPR_11	88:154	PF13414.1	TPR_11	Repeat	CL0020	TPR
32264	O15294	TPR_11	162:222	PF13414.1	TPR_11	Repeat	CL0020	TPR
32265	O15294	TPR_1	226:258	PF00515.23	TPR_1	Repeat	CL0020	TPR
32266	O15294	TPR_11	268:324	PF13414.1	TPR_11	Repeat	CL0020	TPR
32267	O15294	TPR_11	327:392	PF13414.1	TPR_11	Repeat	CL0020	TPR
32268	O15294	TPR_11	395:443	PF13414.1	TPR_11	Repeat	CL0020	TPR
32269	O15294	TPR_11	442:474	PF13414.1	TPR_11	Repeat	CL0020	TPR
32270	O15294	Glyco_transf_41	556:1024	PF13844.1	Glyco_transf_41	Family	CL0113	GT-B
32271	Q9NP95	FGF	65:191	PF00167.13	FGF	Domain	CL0066	Trefoil
32272	Q8NFV5	Spy1	153:264	PF11357.3	Spy1	Family	\N	\N
32273	Q8NFV5	Spy1	287:332	PF11357.3	Spy1	Family	\N	\N
32274	Q9P0M4	IL17	103:192	PF06083.6	IL17	Family	\N	\N
32275	Q6AI14	\Na_H_Exchanger	74:476	PF00999.16	\Na_H_Exchanger	Family	CL0064	CPA_AT
32276	P52943	LIM	5:61	PF00412.17	LIM	Domain	\N	\N
32277	P52943	LIM	126:180	PF00412.17	LIM	Domain	\N	\N
32278	Q9UM11	WD40	307:341,347:386,435:471	PF00400.27,PF00400.27,PF00400.27	WD40,WD40,WD40	Repeat,Repeat,Repeat	CL0186,CL0186,CL0186	Beta_propeller,Beta_propeller,Beta_propeller
32279	Q8WZ64	SAM_1	10:65	PF00536.25	SAM_1	Domain	CL0003	SAM
32280	Q8WZ64	PH	484:573	PF00169.24	PH	Domain	CL0266	PH
32281	Q8WZ64	PH	591:678	PF00169.24	PH	Domain	CL0266	PH
32282	Q8WZ64	ArfGap	687:801	PF01412.13	ArfGap	Domain	\N	\N
32283	Q8WZ64	PH	910:1000	PF00169.24	PH	Domain	CL0266	PH
32284	Q8WZ64	RhoGAP	1129:1278	PF00620.22	RhoGAP	Domain	CL0409	GAP
32285	Q8WZ64	PH	1436:1533	PF00169.24	PH	Domain	CL0266	PH
32286	Q7Z6W7	DnaJ	3:66	PF00226.26	DnaJ	Domain	CL0392	Chaperone-J
